t,x,y,i
170,18101,379650.008726721,3
171,18134,384198.61964772,3
172,18150,377131.990662591,3
173,18175,385105.178544765,3
174,18249,380868.225833098,3
175,18259,384519.624469495,3
176,18304,388550.772530792,3
177,18368,386869.447656361,3
178,18393,385322.836779205,3
179,18396,387062.835895579,3
180,18446,391506.968765487,3
181,18515,384838.789570982,3
182,18592,391309.864804879,3
183,18594,391593.620178302,3
184,18608,390885.045306207,3
185,18644,389010.015243875,3
186,18691,391435.723504914,3
187,18737,387942.021995824,3
188,18817,392956.151966659,3
189,18821,396798.022489093,3
190,18834,395879.473538681,3
191,18878,397708.362726665,3
192,18886,398179.486038063,3
193,18932,400654.324383962,3
194,18940,394820.181401356,3
195,18993,398685.472180387,3
196,18993,399751.788609045,3
197,19018,395524.930895676,3
198,19050,401300.441129503,3
199,19129,400930.172315849,3
200,19185,405028.843680457,3
201,19201,401035.597837804,3
202,19208,402628.450043851,3
203,19276,403567.938678234,3
204,19335,411850.29475753,3
205,19389,406995.99383527,3
206,19429,410428.472908629,3
207,19461,411951.082260249,3
208,19505,409387.738726428,3
209,19581,414471.123773289,3
210,19653,414503.461464027,3
211,19654,409680.493157364,3
212,19710,408500.875738677,3
213,19773,417419.400899405,3
214,19821,415227.99825733,3
215,19847,414260.762929536,3
216,19860,419365.357001137,3
217,19898,416897.105413592,3
218,19966,422491.620428344,3
219,19976,424824.885318347,3
220,19987,419712.267622075,3
221,20028,423003.651105475,3
222,20040,416772.398229971,3
223,20066,418622.479907421,3
224,20088,416580.29654439,3
225,20088,419114.67546408,3
226,20134,419984.101569207,3
227,20140,423993.557796762,3
228,20199,427106.734060186,3
229,20207,424081.411524871,3
230,20220,422074.515156287,3
231,20231,426607.078957024,3
232,20272,419390.909977575,3
233,20282,431195.067978571,3
234,20313,423401.578910842,3
235,20382,428466.900657729,3
236,20392,428151.975094627,3
237,20394,430080.654698094,3
238,20476,430810.546304675,3
239,20500,432731.572611605,3
240,20518,427259.750288376,3
241,20528,430097.904550824,3
242,20565,431826.1868198,3
243,20635,437088.02810038,3
244,20644,436175.602386807,3
245,20660,431541.322533476,3
246,20705,435456.028701357,3
247,20781,429858.527194587,3
248,20829,437410.190807994,3
249,20902,437315.519074079,3
250,20951,440403.435640615,3
251,21004,442797.779251346,3
252,21043,444674.133662457,3
253,21065,436605.497993347,3
254,21071,444407.136168678,3
255,21105,442580.939005408,3
256,21175,447059.860718026,3
257,21205,443462.693342651,3
258,21260,446597.533937756,3
259,21261,448446.291882239,3
260,21338,447438.313177307,3
261,21399,445155.023086052,3
262,21431,451990.513977275,3
263,21462,453569.476831978,3
264,21463,448240.314317668,3
265,21528,453821.771808383,3
266,21574,454155.271934633,3
267,21655,450686.069642912,3
268,21663,457036.405028565,3
269,21673,452166.312303474,3
270,21696,457145.222865487,3
271,21730,458783.637533228,3
272,21732,452027.122714289,3
273,21783,460401.289812269,3
274,21803,459818.897947448,3
275,21859,460947.541180498,3
276,21932,459735.63951593,3
277,21997,459634.106562241,3
278,22040,467162.219053657,3
279,22095,465543.042781165,3
280,22159,463082.523617723,3
281,22227,467935.769954271,3
282,22290,469583.093209261,3
283,22363,473121.409970192,3
284,22425,465792.075022252,3
285,22488,468857.079431,3
286,22545,473680.245346478,3
287,22585,478466.149306686,3
288,22621,473241.624452045,3
289,22667,476199.143559009,3
290,22739,478302.903643504,3
291,22799,476560.402522002,3
292,22869,478394.753363726,3
293,22909,482775.846751654,3
294,22983,480706.900315626,3
295,23065,484974.090762218,3
296,23112,487380.97631685,3
297,23174,484376.22988213,3
298,23235,490784.675998014,3
299,23301,486657.845754352,3
300,23343,491784.191534865,3
301,23398,492100.058740703,3
302,23467,493115.204508499,3
303,23511,497708.256944545,3
304,23587,497588.636901127,3
305,23657,493180.354463714,3
306,23739,500239.085318823,3
307,23807,499989.253803928,3
308,23880,500785.060586204,3
309,23890,500736.969784882,3
310,23948,500046.722081398,3
311,23998,506297.675957404,3
312,24037,505843.547406145,3
313,24054,505236.013723869,3
314,24099,507202.451090656,3
315,24126,509936.857914277,3
316,24127,504134.116814162,3
317,24187,510483.983192967,3
318,24233,507625.015556295,3
319,24311,513420.116318015,3
320,24380,513361.239570932,3
321,24401,511924.387696132,3
322,24425,509036.247326874,3
323,24499,509238.468948603,3
324,24527,515948.783416563,3
325,24602,519590.901605759,3
326,24639,518164.294562483,3
327,24650,521704.681661729,3
328,24733,513558.986019953,3
329,24781,519836.048051463,3
330,24784,518833.586483624,3
331,24825,526553.29748246,3
332,24903,522663.724011924,3
333,24980,522795.913228968,3
334,25006,527566.865346587,3
335,25072,523130.706058965,3
336,25126,528239.941109846,3
337,25179,531829.038037527,3
338,25214,524330.201908275,3
339,25265,531605.330706904,3
340,25284,530477.349855997,3
341,25285,533388.267752501,3
342,25327,535688.791240706,3
343,25375,531414.445497684,3
344,25423,531674.483931826,3
345,25461,537545.79199831,3
346,25544,535588.358558391,3
347,25550,529583.60356643,3
348,25577,536569.962993181,3
349,25603,535909.936286173,3
350,25677,537867.771212323,3
351,25757,537991.231540308,3
352,25795,535872.669646385,3
353,25800,537759.944190571,3
354,25825,540694.085792508,3
355,25858,541232.08888908,3
356,25869,542487.363102095,3
357,25942,547479.499598198,3
358,26000,546023.369830658,3
359,26076,550458.760225555,3
360,26090,549484.85107115,3
361,26135,552969.949957338,3
362,26206,550053.564040213,3
363,26213,553937.321813632,3
364,26289,550115.665419795,3
365,26334,550829.002714674,3
366,26357,555096.833720835,3
367,26436,552405.856364994,3
368,26485,552672.082296393,3
369,26546,557915.147832324,3
370,26584,561251.980218892,3
371,26588,561029.058673469,3
372,26607,558059.340062163,3
373,26617,557965.27154357,3
374,26645,558682.229075412,3
375,26706,561035.991719051,3
376,26740,563032.930865516,3
377,26740,562858.186176784,3
378,26753,560891.534609364,3
379,26776,561009.590133631,3
380,26794,560402.703151565,3
381,26810,560441.912096999,3
382,26854,567335.578128738,3
383,26910,567192.623747288,3
384,26960,566156.674331821,3
385,26967,565458.165495234,3
386,27009,565002.204340153,3
387,27058,572448.584396424,3
388,27067,572873.05858153,3
389,27118,574218.634631499,3
390,27130,568068.6289386,3
391,27206,570540.33159203,3
392,27269,575192.522590539,3
393,27336,567763.929764305,3
394,27387,575172.895023109,3
395,27394,574687.599456693,3
396,27432,577500.930238927,3
397,27442,577433.873123773,3
398,27481,576636.097829935,3
399,27508,577918.282691488,3
400,27560,579486.317312068,3
401,27643,583523.537945613,3
402,27689,579235.03007689,3
403,27720,581597.367172409,3
404,27795,586986.183200397,3
405,27840,582762.867226026,3
406,27914,586663.921092978,3
407,27948,587885.51878969,3
408,27997,587067.902007544,3
409,28033,590327.562019945,3
410,28115,590619.51474784,3
411,28115,594454.037562147,3
412,28121,596470.175641205,3
413,28189,592474.677109787,3
414,28239,591216.600946761,3
415,28247,591492.767849878,3
416,28253,589812.789137754,3
417,28319,597587.072511642,3
418,28370,597537.266194142,3
419,28415,597623.488314414,3
420,28429,601810.383758783,3
421,28478,601457.036054349,3
422,28549,599429.162889114,3
423,28587,603592.287688186,3
424,28666,599105.761652176,3
425,28698,604799.726210974,3
426,28779,604093.308744965,3
427,28850,607364.042120026,3
428,28859,607623.682301933,3
429,28905,610220.86323644,3
430,28960,607826.645902662,3
431,29038,606263.75960438,3
432,29082,611570.60567656,3
433,29140,607751.642894243,3
434,29156,610054.382632734,3
435,29214,615515.00441606,3
436,29235,615372.240117296,3
437,29312,613121.974675911,3
438,29321,614808.272673959,3
439,29401,622306.381437365,3
440,29452,619332.002669167,3
441,29475,618230.160595558,3
442,29555,624298.266491541,3
443,29594,620894.584848893,3
444,29606,618505.231455191,3
445,29664,620677.289191231,3
446,29665,624568.771672774,3
447,29706,621733.204073943,3
448,29782,624155.159069099,3
449,29815,626073.596341901,3
450,29862,630714.16364123,3
451,29871,623758.608452669,3
452,29900,625451.84913342,3
453,29913,627661.595292486,3
454,29977,629296.119426663,3
455,30043,625871.406538275,3
456,30066,634049.690890242,3
457,30128,635522.769088959,3
458,30174,631452.362212398,3
459,30236,634544.631021658,3
460,30263,633893.272342674,3
461,30329,641205.048587158,3
462,30345,637842.992965414,3
463,30361,632879.280277897,3
464,30419,634967.859933988,3
465,30495,640457.730265186,3
466,30561,647057.867197323,3
467,30592,645181.243113256,3
468,30610,641556.985449778,3
469,30666,644326.750366942,3
470,30679,644624.42346946,3
471,30691,643862.452121578,3
472,30733,646825.499941697,3
473,30748,646058.412778037,3
474,30786,643548.392836501,3
475,30835,647365.672415553,3
476,30870,645695.640638746,3
477,30885,652491.704412914,3
478,30904,648321.078673365,3
479,30983,653977.183782715,3
480,30993,647937.417520613,3
481,31024,649790.506400221,3
482,31101,652301.256918979,3
483,31152,651367.05019146,3
484,31211,656055.647968183,3
485,31233,655439.570345785,3
486,31293,657550.487376843,3
487,31315,656775.662134135,3
488,31335,660033.318290819,3
489,31361,662301.057821032,3
490,31429,659007.4031375,3
491,31488,658642.764296782,3
492,31550,659213.727317701,3
493,31562,663952.546443188,3
494,31570,660728.880951588,3
495,31577,665122.147323224,3
496,31586,664066.05786216,3
497,31618,664975.065821043,3
498,31645,660735.241583765,3
499,31700,665631.380711629,3
500,31723,663552.918924631,3
501,31802,672178.111636085,3
502,31868,669496.3452636,3
503,31948,668509.25520343,3
504,31977,670592.639922242,3
505,32030,673617.806021711,3
506,32103,674774.663679917,3
507,32145,676154.846219101,3
508,32214,674370.984463063,3
509,32254,674541.942533916,3
510,32256,673508.076252374,3
511,32297,677225.171597312,3
512,32303,678686.947252078,3
513,32315,677667.068558788,3
514,32342,684620.181468584,3
515,32358,676280.974308315,3
516,32382,675175.499294099,3
517,32402,680038.765899968,3
518,32477,680967.674938422,3
519,32494,682406.740524113,3
520,32534,681941.861079029,3
521,32573,680759.111184877,3
522,32606,683608.613862959,3
523,32610,683606.475468841,3
524,32640,683183.659312367,3
525,32710,690512.720389498,3
526,32739,683093.203957857,3
527,32759,687744.644894595,3
528,32787,691596.921812435,3
529,32820,693453.680061561,3
530,32902,685781.817523136,3
531,32985,696062.203392825,3
532,33059,691592.307421923,3
533,33070,694983.209473272,3
534,33152,698139.670562414,3
535,33191,696223.501172577,3
536,33248,697880.286174574,3
537,33314,700579.976051225,3
538,33376,699674.806171172,3
539,33428,701114.020467023,3
540,33474,704819.18687118,3
541,33517,700035.461059219,3
542,33549,699204.020751011,3
543,33571,708023.313138783,3
544,33643,704453.13737068,3
545,33691,707622.626546535,3
546,33732,712544.551386812,3
547,33789,704714.393491406,3
548,33800,713974.647756522,3
549,33881,708977.306975121,3
550,33922,708926.338372153,3
551,33967,716306.990895821,3
552,34050,719599.288812266,3
553,34072,713865.175976563,3
554,34115,717564.477645589,3
555,34130,714187.323368288,3
556,34155,713623.642055236,3
557,34201,719650.143613715,3
558,34262,716851.643503325,3
559,34311,721601.720322221,3
560,34338,726183.109931913,3
561,34338,720427.104600592,3
562,34407,723377.063293,3
563,34417,724903.263340747,3
564,34446,721766.654962,3
565,34512,722523.439615501,3
566,34521,729534.326177396,3
567,34545,729506.397782263,3
568,34622,723595.376730307,3
569,34630,733188.636833768,3
570,34632,727580.251188062,3
571,34644,726761.203064785,3
572,34684,732496.333003457,3
573,34709,728544.716315902,3
574,34759,730027.147852451,3
575,34761,732416.224083458,3
576,34770,728790.588779185,3
577,34809,730635.004142331,3
578,34825,730501.395311476,3
579,34826,735642.325115981,3
580,34867,724756.307199784,3
581,34919,733337.874574877,3
582,34961,737508.368449485,3
583,35028,738421.304486538,3
584,35085,733591.785850174,3
585,35137,738137.840208538,3
586,35188,739309.741108619,3
587,35269,736524.510311515,3
588,35276,738195.652260976,3
589,35345,741744.974139549,3
590,35399,744286.273393814,3
591,35433,743225.834564141,3
592,35512,744294.874240305,3
593,35537,745898.65179699,3
594,35603,752093.8885924,3
595,35674,752938.036033385,3
596,35740,749315.620397705,3
597,35792,753329.060241525,3
598,35872,753226.799428735,3
599,35907,754257.904268543,3
600,35977,754251.859649002,3
601,35987,755832.212167096,3
602,36021,757951.868232073,3
603,36052,753056.326328091,3
604,36089,757890.931707999,3
605,36112,762655.144894172,3
606,36151,760360.274898987,3
607,36195,762054.309135835,3
608,36263,761751.063597348,3
609,36297,767069.3971759,3
610,36352,767340.160890571,3
611,36356,764783.672977249,3
612,36376,766805.511350126,3
613,36451,767349.515933875,3
614,36502,764181.537263961,3
615,36505,767507.137638242,3
616,36551,765679.750886565,3
617,36574,769639.432082937,3
618,36656,764268.065691356,3
619,36702,767981.718032279,3
620,36776,773951.735602355,3
621,36814,773973.807534384,3
622,36838,779069.341682479,3
623,36896,776920.27358514,3
624,36920,776539.270873508,3
625,36941,775192.337179635,3
626,36968,777928.770929355,3
627,36997,778824.99369367,3
628,37026,778333.491083683,3
629,37054,781209.308159139,3
630,37081,778913.029156004,3
631,37123,783141.175931506,3
632,37159,780850.879392367,3
633,37160,782297.760629375,3
634,37225,784800.775341118,3
635,37234,782571.863302062,3
636,37245,786781.052978364,3
637,37321,782044.872112214,3
638,37355,778295.84846145,3
639,37423,783067.621655189,3
640,37465,780772.951789732,3
641,37477,783043.501248776,3
642,37547,795068.866956119,3
643,37573,789235.130407327,3
644,37586,783915.634345398,3
645,37594,785629.566869358,3
646,37611,793877.146438173,3
647,37659,784462.491095136,3
648,37664,793942.233300489,3
649,37704,788369.631851166,3
650,37786,795562.590883886,3
651,37815,794322.031135647,3
652,37876,796062.002209582,3
653,37908,797765.46774591,3
654,37908,795757.938307388,3
655,37947,798779.015561637,3
656,38025,798030.700930991,3
657,38047,802061.710897049,3
658,38049,802518.121123028,3
659,38053,797914.685622387,3
660,38133,804395.066843653,3
661,38182,800270.517758719,3
662,38203,803537.815507053,3
663,38220,807936.067347245,3
664,38275,803759.123150144,3
665,38306,804240.666772182,3
666,38389,804542.749265615,3
667,38436,808794.817331779,3
668,38479,815703.200361351,3
669,38524,805980.38373721,3
670,38528,810763.593999943,3
671,38601,811433.373604848,3
672,38661,811281.054597303,3
673,38737,808893.405770061,3
674,38809,816066.300939186,3
675,38809,814845.880815041,3
676,38829,816357.575057283,3
677,38833,811102.46995334,3
678,38899,815494.834122536,3
679,38943,819882.22579793,3
680,38967,816365.179133967,3
681,39023,826549.352793618,3
682,39086,819008.635898024,3
683,39128,820512.064976365,3
684,39200,820970.549935749,3
685,39275,827402.79778387,3
686,39279,818172.794741334,3
687,39289,825010.535422539,3
688,39325,827739.738065077,3
689,39373,826441.90035512,3
690,39425,825392.458574665,3
691,39467,826741.061424917,3
692,39497,828712.32157561,3
693,39508,835075.813416575,3
694,39576,833605.416911638,3
695,39607,837059.876984119,3
696,39614,832080.049398202,3
697,39648,833627.381250204,3
698,39672,832610.852471366,3
699,39683,825055.634185211,3
700,39704,834178.115203653,3
701,39742,835976.774781503,3
702,39796,836008.345246988,3
703,39860,839518.340816431,3
704,39908,842062.043654277,3
705,39950,842666.806829873,3
706,40031,839456.945636517,3
707,40083,840789.485914798,3
708,40106,846104.207305713,3
709,40155,842288.278763169,3
710,40175,838021.457112268,3
711,40251,841545.251763973,3
712,40321,849935.947950249,3
713,40380,852674.056972228,3
714,40455,850042.865394664,3
715,40488,849061.856001075,3
716,40514,847803.718283001,3
717,40542,852087.941202018,3
718,40556,850226.30199638,3
719,40598,850818.416603081,3
720,40639,854893.541953405,3
721,40667,853796.275607558,3
722,40701,855906.557179777,3
723,40742,854494.455900739,3
724,40817,856926.506724645,3
725,40825,858983.121509925,3
726,40869,857169.158823593,3
727,40937,861685.38212735,3
728,41010,864691.52934927,3
729,41062,863274.476767583,3
730,41121,863144.199755612,3
731,41202,864021.237174099,3
732,41264,865265.66566494,3
733,41298,868776.784818647,3
734,41344,868179.070660394,3
735,41408,872605.016660098,3
736,41409,872000.773498427,3
737,41453,872947.172322253,3
738,41464,868770.049895474,3
739,41507,876045.042490878,3
740,41583,872869.808305635,3
741,41584,872618.832399129,3
742,41641,876032.281398718,3
743,41677,872891.074475245,3
744,41702,873255.626672139,3
745,41776,873899.316444608,3
746,41855,876317.229226418,3
747,41935,876114.051863966,3
748,42004,885211.769352016,3
749,42079,887176.725878477,3
750,42131,884091.291007017,3
751,42135,885363.348659182,3
752,42218,886159.31723599,3
753,42278,886320.741731509,3
754,42323,892109.164674339,3
755,42376,890039.239575024,3
756,42424,892726.502017111,3
757,42460,884748.242198482,3
758,42523,896050.116010543,3
759,42605,894214.149434431,3
760,42609,892054.973092676,3
761,42630,889211.828081496,3
762,42632,894438.532311647,3
763,42664,902178.254326163,3
764,42694,895521.267410156,3
765,42761,892162.222932099,3
766,42839,899593.433212972,3
767,42892,902862.050644522,3
768,42941,901490.476579877,3
769,42985,905353.017313146,3
770,43008,903847.865264015,3
771,43048,900692.488939491,3
772,43082,904828.457693156,3
773,43091,900347.763566941,3
774,43135,904826.617850554,3
775,43135,904109.128765337,3
776,43140,902987.943844252,3
777,43145,907818.494974979,3
778,43146,909248.576549667,3
779,43173,907691.66080352,3
780,43253,904175.914410778,3
781,43292,906791.79741782,3
782,43362,907558.564454843,3
783,43368,908650.515174852,3
784,43446,912705.205857518,3
785,43523,917841.256702509,3
786,43583,912705.973235357,3
787,43613,915074.441405902,3
788,43668,913601.999353769,3
789,43720,912775.084722522,3
790,43750,917724.701002971,3
791,43796,919564.819388847,3
792,43800,914993.261983291,3
793,43813,923376.941769911,3
794,43838,914219.30697869,3
795,43909,919893.913773345,3
796,43981,928316.95711191,3
797,44009,922297.458889203,3
798,44058,928193.982377542,3
799,44080,924268.729704432,3
800,44081,927654.294236529,3
801,44091,920184.301425019,3
802,44154,929712.183778947,3
803,44163,920994.582703167,3
804,44179,930447.265327313,3
805,44197,932599.400126356,3
806,44271,926846.076783875,3
807,44276,930773.360336934,3
808,44329,931297.593678979,3
809,44377,935054.654591406,3
810,44459,931866.529955023,3
811,44517,932833.081212753,3
812,44527,936895.912547226,3
813,44566,942732.393987979,3
814,44575,938741.109466352,3
815,44620,930819.510171437,3
816,44671,933108.300697808,3
817,44711,938718.829801581,3
818,44760,941077.956682928,3
819,44814,942124.745140158,3
820,44828,938374.339180616,3
821,44856,938203.257154563,3
822,44930,943814.390372367,3
823,44931,942691.519530668,3
824,44989,946104.547001552,3
825,45055,945212.258669008,3
826,45070,943217.473763401,3
827,45095,948960.471526408,3
828,45148,945621.061887902,3
829,45222,948529.010125178,3
830,45292,956595.944920034,3
831,45313,948939.361311094,3
832,45369,951732.329746728,3
833,45380,952510.851374485,3
834,45447,950540.374116875,3
835,45509,951290.252766682,3
836,45556,953693.005150392,3
837,45584,957693.298343772,3
838,45589,953522.875202396,3
839,45635,958314.512506576,3
840,45673,960503.419350547,3
841,45740,963451.044437589,3
842,45813,964316.062592418,3
843,45816,961982.880024326,3
844,45880,963280.077604323,3
845,45887,967386.624497039,3
846,45920,965692.175862142,3
847,45996,962846.961303678,3
848,46078,968281.590013518,3
849,46100,973088.331487112,3
850,46119,971404.061811078,3
851,46140,968720.294421212,3
852,46163,969832.626217764,3
853,46185,967268.974782495,3
854,46253,975970.350786845,3
855,46322,972408.489197717,3
856,46367,973758.839216611,3
857,46440,974868.291517968,3
858,46473,972716.749470704,3
859,46542,977022.654437318,3
860,46587,979053.143579427,3
861,46595,979262.508614005,3
862,46649,979000.184090578,3
863,46679,975931.890474632,3
864,46699,982362.62558613,3
865,46726,983571.253427242,3
866,46775,981624.647583935,3
867,46781,983951.671194327,3
868,46862,983752.261824909,3
869,46934,979785.467710723,3
870,46989,986109.914060234,3
871,47014,987082.289227363,3
872,47093,983504.820858214,3
873,47100,990379.188406073,3
874,47140,987340.307635872,3
875,47152,992094.381677454,3
876,47162,989423.233530303,3
877,47163,992633.510352315,3
878,47211,991628.679388565,3
879,47266,994098.899679273,3
880,47333,988213.053472158,3
881,47381,995518.660625661,3
882,47416,995620.535230382,3
883,47435,996423.872281924,3
884,47509,999229.253753951,3
885,47579,998150.172147846,3
886,47661,999453.331003453,3
887,47666,1003696.9381375,3
888,47700,1003811.66094596,3
889,47776,1007899.26847153,3
890,47813,1006848.74724753,3
891,47890,1001680.79199916,3
892,47943,1010519.90828367,3
893,47964,1007935.73858507,3
894,47966,1008341.3567604,3
895,48008,1007816.43803031,3
896,48078,1008925.52713626,3
897,48115,1012135.02832915,3
898,48120,1010362.64420022,3
899,48175,1014100.62215243,3
900,48207,1014113.34016905,3
901,48288,1010494.24319156,3
902,48328,1016440.4208816,3
903,48369,1016584.41090351,3
904,48401,1013960.59879756,3
905,48459,1009398.30072529,3
906,48509,1011793.55444234,3
907,48511,1013079.58899045,3
908,48523,1017632.10418407,3
909,48565,1018821.45393788,3
910,48567,1021253.10656317,3
911,48635,1018016.90895935,3
912,48640,1019341.43264532,3
913,48667,1025042.45427934,3
914,48697,1022693.03125914,3
915,48758,1027596.14652331,3
916,48781,1021680.38011207,3
917,48842,1030456.86414379,3
918,48847,1021046.31033741,3
919,48897,1025016.09220852,3
920,48953,1027603.87298222,3
921,48987,1028434.15916693,3
922,49052,1028775.48321507,3
923,49095,1027916.80397872,3
924,49098,1027359.7552962,3
925,49158,1030956.45057615,3
926,49235,1025477.24804602,3
927,49259,1035918.2300445,3
928,49331,1032531.26435757,3
929,49372,1033667.57056506,3
930,49408,1037993.40950227,3
931,49480,1039071.23792477,3
932,49514,1044300.70553627,3
933,49568,1040743.91505504,3
934,49643,1039962.24986672,3
935,49670,1044553.51161573,3
936,49740,1043998.85077121,3
937,49796,1040770.48150702,3
938,49842,1046995.45842597,3
939,49892,1047374.86621968,3
940,49948,1047983.92735754,3
941,49980,1048467.51519546,3
942,49993,1052689.35332111,3
943,50012,1047645.85829665,3
944,50088,1049923.1824683,3
945,50154,1055991.48925133,3
946,50185,1053150.67505695,3
947,50228,1056538.08909512,3
948,50271,1053015.63735644,3
949,50347,1056050.07373438,3
950,50430,1058682.58377679,3
951,50493,1059513.70908156,3
952,50554,1062508.0583185,3
953,50578,1061708.92686462,3
954,50624,1066927.12203513,3
955,50656,1066209.03824439,3
956,50733,1069039.41293063,3
957,50790,1064701.8108067,3
958,50820,1066780.57568997,3
959,50897,1071890.51193503,3
960,50930,1073594.51355696,3
961,50987,1071278.2034052,3
962,51006,1069076.97563984,3
963,51070,1070779.40119625,3
964,51130,1074696.7607131,3
965,51206,1073608.91367165,3
966,51259,1076694.27932378,3
967,51282,1077637.50168467,3
968,51288,1077201.69478129,3
969,51331,1077917.71026424,3
970,51350,1080618.64484247,3
971,51375,1077007.68712554,3
972,51456,1074349.07320068,3
973,51523,1085351.30244313,3
974,51524,1085016.57098691,3
975,51542,1085251.98495433,3
976,51555,1084237.40958647,3
977,51574,1075146.02057081,3
978,51607,1084937.98176919,3
979,51624,1084942.98848206,3
980,51685,1084231.62875282,3
981,51701,1086161.99683785,3
982,51746,1088077.03625261,3
983,51802,1092055.49718844,3
984,51821,1087341.87942104,3
985,51897,1092292.51706038,3
986,51972,1092272.85327854,3
987,52016,1089982.68696662,3
988,52030,1095648.12672974,3
989,52072,1097590.97430118,3
990,52135,1091300.09880345,3
991,52200,1095093.22031529,3
992,52222,1096728.46590093,3
993,52240,1094991.78916074,3
994,52282,1099746.57267079,3
995,52352,1097676.16314846,3
996,52380,1102386.27783905,3
997,52457,1098834.86400409,3
998,52458,1101708.66994263,3
999,52539,1105094.29309348,3
1000,52547,1100089.21665676,3
1001,52553,1103859.13214672,3
1002,52575,1104974.46854578,3
1003,52649,1100260.4252062,3
1004,52721,1106732.31008574,3
1005,52749,1112056.33204033,3
1006,52822,1111792.33280653,3
1007,52862,1108834.4776621,3
1008,52914,1109381.19102134,3
1009,52996,1114388.9383644,3
1010,53077,1118850.68604703,3
1011,53149,1119850.85154379,3
1012,53159,1120671.23108237,3
1013,53234,1121025.03845585,3
1014,53291,1120657.24766734,3
1015,53373,1123111.79569748,3
1016,53385,1116275.43050901,3
1017,53434,1121566.2996036,3
1018,53471,1117232.84933082,3
1019,53485,1124879.77962907,3
1020,53513,1128817.74870716,3
1021,53563,1124558.35532613,3
1022,53641,1128148.03836286,3
1023,53707,1127225.72280049,3
1024,53715,1126985.51252499,3
1025,53752,1130142.90346922,3
1026,53830,1132828.11419008,3
1027,53904,1133335.71645162,3
1028,53984,1136566.16844942,3
1029,54037,1135060.71889151,3
1030,54070,1137838.91003658,3
1031,54138,1136640.37442913,3
1032,54185,1140370.49784951,3
1033,54218,1146565.82868853,3
1034,54276,1141255.23565302,3
1035,54358,1143437.09580881,3
1036,54376,1140693.4911376,3
1037,54432,1139916.90290945,3
1038,54504,1144838.06055211,3
1039,54569,1148525.09887004,3
1040,54593,1151170.78589125,3
1041,54648,1144577.90853592,3
1042,54677,1148330.40209394,3
1043,54718,1146693.29676603,3
1044,54771,1148023.05577041,3
1045,54819,1148533.18765386,3
1046,54856,1153382.51717703,3
1047,54902,1156411.33020429,3
1048,54947,1152166.38954483,3
1049,54983,1152617.85623516,3
1050,54988,1155753.94041183,3
1051,54988,1153496.97727572,3
1052,54999,1156226.5198113,3
1053,55077,1157034.28020422,3
1054,55087,1159033.94771497,3
1055,55142,1155137.05068251,3
1056,55190,1162446.5739293,3
1057,55191,1162612.2876185,3
1058,55234,1157870.81910135,3
1059,55237,1156564.79125157,3
1060,55261,1158153.95570599,3
1061,55298,1165761.11666558,3
1062,55330,1160872.82509232,3
1063,55334,1163465.77026429,3
1064,55416,1167562.30539161,3
1065,55489,1165134.84234048,3
1066,55565,1167854.77524908,3
1067,55605,1170188.77774081,3
1068,55669,1167090.49770461,3
1069,55728,1173190.40772886,3
1070,55766,1176675.24405562,3
1071,55816,1177650.2708764,3
1072,55880,1174662.12970428,3
1073,55946,1178176.19381686,3
1074,55982,1173179.78536907,3
1075,56054,1178118.24779968,3
1076,56070,1176634.67690337,3
1077,56136,1182931.65969285,3
1078,56210,1181744.99067143,3
1079,56218,1179704.80023621,3
1080,56273,1181763.85256596,3
1081,56331,1180793.88516379,3
1082,56341,1181480.38826516,3
1083,56417,1180501.38392343,3
1084,56480,1181496.2308662,3
1085,56515,1186731.37471972,3
1086,56539,1185943.7976343,3
1087,56554,1187912.55457226,3
1088,56610,1188948.39581942,3
1089,56682,1192224.20693669,3
1090,56720,1190848.78307782,3
1091,56754,1189666.36318681,3
1092,56831,1195112.28298263,3
1093,56884,1194170.80426948,3
1094,56921,1191737.11391592,3
1095,56943,1198581.13437177,3
1096,57002,1198366.65206036,3
1097,57030,1198370.9643838,3
1098,57061,1196716.78971825,3
1099,57137,1203627.37984477,3
1100,57192,1202514.64677553,3
1101,57235,1198692.73232553,3
1102,57291,1199909.39289704,3
1103,57334,1203809.49048104,3
1104,57375,1206485.23370159,3
1105,57396,1210506.79670136,3
1106,57473,1209825.61342026,3
1107,57525,1210787.14724458,3
1108,57564,1204588.97766131,3
1109,57621,1209646.51003052,3
1110,57653,1211732.9242159,3
1111,57717,1211716.67994774,3
1112,57720,1211637.82940026,3
1113,57773,1211766.17857902,3
1114,57773,1209523.08658919,3
1115,57789,1214890.28635323,3
1116,57831,1212856.76823979,3
1117,57901,1215310.45871705,3
1118,57959,1219757.74209537,3
1119,58021,1217900.28551229,3
1120,58089,1219094.13390921,3
1121,58089,1222981.53416782,3
1122,58101,1218761.34634674,3
1123,58176,1221351.9040147,3
1124,58251,1226167.11805143,3
1125,58270,1221143.6012802,3
1126,58351,1227755.88518061,3
1127,58419,1223851.94434854,3
1128,58459,1225699.9608059,3
1129,58525,1223693.8398884,3
1130,58560,1232024.5598896,3
1131,58594,1230051.44829348,3
1132,58657,1229118.88325717,3
1133,58685,1226483.23832591,3
1134,58711,1230006.70863541,3
1135,58792,1237016.13298323,3
1136,58851,1239923.94452396,3
1137,58893,1238726.674409,3
1138,58943,1241533.08149311,3
1139,58974,1239511.52291647,3
1140,59035,1240682.54721142,3
